Region/Country/Area,Year,Series,Value
French Guiana,2009,"Percentage of male and female intentional homicide victims, Male",22.1
French Guiana,2009,"Percentage of male and female intentional homicide victims, Female",4.8
French Guiana,2020,"Intentional homicide rates per 100,000",13.3
French Polynesia,2009,"Intentional homicide rates per 100,000",0.4
Georgia,2005,"Intentional homicide rates per 100,000",10.2
Georgia,2005,"Percentage of male and female intentional homicide victims, Male",17.9
Georgia,2005,"Percentage of male and female intentional homicide victims, Female",3.4
Georgia,2005,"Assault rate per 100,000 population",9.3
Georgia,2005,"Kidnapping at the national level, rate per 100,000",2.2
Georgia,2005,"Theft at the national level, rate per 100,000 population",410.4
Georgia,2005,"Total Sexual Violence at the national level, rate per 100,000",4.1
Georgia,2010,"Intentional homicide rates per 100,000",4.9
Georgia,2010,"Percentage of male and female intentional homicide victims, Male",8.8
Georgia,2010,"Percentage of male and female intentional homicide victims, Female",1.4
Georgia,2010,"Assault rate per 100,000 population",3.3
Georgia,2010,"Kidnapping at the national level, rate per 100,000",0.1
Georgia,2010,"Theft at the national level, rate per 100,000 population",296.4
Georgia,2010,"Total Sexual Violence at the national level, rate per 100,000",4.3
Georgia,2014,"Percentage of male and female intentional homicide victims, Male",4.2
Georgia,2014,"Percentage of male and female intentional homicide victims, Female",1.7
Georgia,2014,"Assault rate per 100,000 population",6.0
Georgia,2014,"Theft at the national level, rate per 100,000 population",253.2
Georgia,2014,"Total Sexual Violence at the national level, rate per 100,000",3.5
Georgia,2018,"Intentional homicide rates per 100,000",2.4
Georgia,2018,"Percentage of male and female intentional homicide victims, Male",3.9
Georgia,2018,"Percentage of male and female intentional homicide victims, Female",1.1
Georgia,2018,"Assault rate per 100,000 population",4.9
Georgia,2018,"Total Sexual Violence at the national level, rate per 100,000",10.7
Georgia,2019,"Intentional homicide rates per 100,000",2.0
Georgia,2019,"Percentage of male and female intentional homicide victims, Female",1.0
Georgia,2019,"Assault rate per 100,000 population",5.1
Georgia,2019,"Total Sexual Violence at the national level, rate per 100,000",11.2
Georgia,2020,"Percentage of male and female intentional homicide victims, Female",1.2
Germany,2005,"Intentional homicide rates per 100,000",1.3
Germany,2005,"Percentage of male and female intentional homicide victims, Male",1.5
Germany,2005,"Percentage of male and female intentional homicide victims, Female",1.1
Germany,2005,"Assault rate per 100,000 population",608.7
Germany,2005,"Kidnapping at the national level, rate per 100,000",2.1
Germany,2005,"Theft at the national level, rate per 100,000 population","2,751.4"
Germany,2005,"Total Sexual Violence at the national level, rate per 100,000",68.0
Germany,2010,"Intentional homicide rates per 100,000",1.0
Germany,2010,"Percentage of male and female intentional homicide victims, Male",1.0
Germany,2010,"Percentage of male and female intentional homicide victims, Female",0.9
Germany,2010,"Assault rate per 100,000 population",175.7
Germany,2010,"Kidnapping at the national level, rate per 100,000",6.0
Germany,2010,"Theft at the national level, rate per 100,000 population","1,500.1"
Germany,2010,"Total Sexual Violence at the national level, rate per 100,000",45.0
Germany,2015,"Intentional homicide rates per 100,000",0.8
Germany,2015,"Percentage of male and female intentional homicide victims, Male",0.9
Germany,2015,"Percentage of male and female intentional homicide victims, Female",0.8
Germany,2015,"Assault rate per 100,000 population",155.2
Germany,2015,"Kidnapping at the national level, rate per 100,000",5.8
Germany,2015,"Theft at the national level, rate per 100,000 population","1,643.6"
Germany,2015,"Total Sexual Violence at the national level, rate per 100,000",41.7
Germany,2021,"Intentional homicide rates per 100,000",0.8
Germany,2021,"Percentage of male and female intentional homicide victims, Male",0.9
Germany,2021,"Percentage of male and female intentional homicide victims, Female",0.8
Germany,2021,"Assault rate per 100,000 population",146.7
Germany,2021,"Kidnapping at the national level, rate per 100,000",6.1
Germany,2021,"Theft at the national level, rate per 100,000 population","1,001.5"
Germany,2021,"Total Sexual Violence at the national level, rate per 100,000",50.1
Germany,2022,"Intentional homicide rates per 100,000",0.8
Germany,2022,"Assault rate per 100,000 population",173.5
Germany,2022,"Kidnapping at the national level, rate per 100,000",5.9
Germany,2022,"Theft at the national level, rate per 100,000 population","1,252.1"
Germany,2022,"Total Sexual Violence at the national level, rate per 100,000",59.6
Ghana,2005,"Intentional homicide rates per 100,000",1.7
Ghana,2010,"Intentional homicide rates per 100,000",1.7
Ghana,2015,"Intentional homicide rates per 100,000",1.8
Ghana,2021,"Intentional homicide rates per 100,000",1.8
Ghana,2021,"Percentage of male and female intentional homicide victims, Male",3.1
Ghana,2021,"Percentage of male and female intentional homicide victims, Female",0.6
Ghana,2021,"Assault rate per 100,000 population",155.1
Ghana,2021,"Kidnapping at the national level, rate per 100,000",0.4
Ghana,2021,"Total Sexual Violence at the national level, rate per 100,000",5.6
Ghana,2022,"Intentional homicide rates per 100,000",1.8
Gibraltar,2010,"Intentional homicide rates per 100,000",3.2
Greece,2005,"Intentional homicide rates per 100,000",1.2
Greece,2005,"Percentage of male and female intentional homicide victims, Male",1.6
Greece,2005,"Percentage of male and female intentional homicide victims, Female",0.8
Greece,2005,"Assault rate per 100,000 population",70.0
Greece,2005,"Kidnapping at the national level, rate per 100,000",0.2
Greece,2005,"Theft at the national level, rate per 100,000 population",554.8
Greece,2005,"Total Sexual Violence at the national level, rate per 100,000",5.7
Greece,2010,"Intentional homicide rates per 100,000",1.6
Greece,2010,"Percentage of male and female intentional homicide victims, Male",2.6
Greece,2010,"Percentage of male and female intentional homicide victims, Female",0.6
Greece,2010,"Assault rate per 100,000 population",10.0
Greece,2010,"Kidnapping at the national level, rate per 100,000",1.6
Greece,2010,"Theft at the national level, rate per 100,000 population","1,074.1"
Greece,2010,"Total Sexual Violence at the national level, rate per 100,000",4.6
Greece,2015,"Intentional homicide rates per 100,000",0.9
Greece,2015,"Percentage of male and female intentional homicide victims, Male",1.2
Greece,2015,"Percentage of male and female intentional homicide victims, Female",0.5
Greece,2015,"Assault rate per 100,000 population",15.0
Greece,2015,"Kidnapping at the national level, rate per 100,000",0.8
Greece,2015,"Theft at the national level, rate per 100,000 population",510.3
Greece,2015,"Total Sexual Violence at the national level, rate per 100,000",5.1
Greece,2022,"Intentional homicide rates per 100,000",1.1
Greece,2022,"Percentage of male and female intentional homicide victims, Male",1.4
Greece,2022,"Percentage of male and female intentional homicide victims, Female",0.8
Greece,2022,"Assault rate per 100,000 population",12.8
Greece,2022,"Kidnapping at the national level, rate per 100,000",0.9
Greece,2022,"Theft at the national level, rate per 100,000 population",684.9
Greece,2022,"Total Sexual Violence at the national level, rate per 100,000",4.0
Greenland,2005,"Intentional homicide rates per 100,000",17.6
Greenland,2010,"Intentional homicide rates per 100,000",19.5
Greenland,2015,"Intentional homicide rates per 100,000",7.2
Greenland,2016,"Intentional homicide rates per 100,000",5.4
Grenada,2005,"Intentional homicide rates per 100,000",10.0
Grenada,2005,"Percentage of male and female intentional homicide victims, Male",14.4
Grenada,2005,"Percentage of male and female intentional homicide victims, Female",5.5
Grenada,2005,"Assault rate per 100,000 population","1,717.9"
Grenada,2005,"Kidnapping at the national level, rate per 100,000",0.0
Grenada,2005,"Theft at the national level, rate per 100,000 population","1,644.4"
Grenada,2005,"Total Sexual Violence at the national level, rate per 100,000",137.0
Grenada,2010,"Intentional homicide rates per 100,000",8.8
Grenada,2010,"Percentage of male and female intentional homicide victims, Male",13.9
Grenada,2010,"Percentage of male and female intentional homicide victims, Female",3.5
Grenada,2010,"Assault rate per 100,000 population","1,010.2"
Grenada,2010,"Kidnapping at the national level, rate per 100,000",0.0
Grenada,2010,"Theft at the national level, rate per 100,000 population",842.7
Grenada,2010,"Total Sexual Violence at the national level, rate per 100,000",97.3
Grenada,2015,"Intentional homicide rates per 100,000",5.0
Grenada,2015,"Percentage of male and female intentional homicide victims, Male",6.7
Grenada,2015,"Percentage of male and female intentional homicide victims, Female",3.4
Grenada,2015,"Assault rate per 100,000 population",415.2
Grenada,2015,"Kidnapping at the national level, rate per 100,000",0.0
Grenada,2015,"Theft at the national level, rate per 100,000 population","1,749.0"
Grenada,2015,"Total Sexual Violence at the national level, rate per 100,000",109.3
Grenada,2021,"Intentional homicide rates per 100,000",4.0
Grenada,2021,"Percentage of male and female intentional homicide victims, Male",6.4
Grenada,2021,"Percentage of male and female intentional homicide victims, Female",1.6
Grenada,2021,"Assault rate per 100,000 population","1,587.4"
Grenada,2021,"Kidnapping at the national level, rate per 100,000",0.0
Grenada,2021,"Theft at the national level, rate per 100,000 population","2,096.1"
Grenada,2021,"Total Sexual Violence at the national level, rate per 100,000",300.9
Grenada,2022,"Assault rate per 100,000 population","1,790.5"
Grenada,2022,"Kidnapping at the national level, rate per 100,000",0.0
Grenada,2022,"Theft at the national level, rate per 100,000 population","2,162.8"
Grenada,2022,"Total Sexual Violence at the national level, rate per 100,000",273.4
Guadeloupe,2005,"Intentional homicide rates per 100,000",5.7
Guadeloupe,2005,"Percentage of male and female intentional homicide victims, Male",11.3
Guadeloupe,2005,"Percentage of male and female intentional homicide victims, Female",0.7
Guadeloupe,2009,"Intentional homicide rates per 100,000",8.9
Guadeloupe,2009,"Percentage of male and female intentional homicide victims, Male",16.3
Guadeloupe,2009,"Percentage of male and female intentional homicide victims, Female",2.5
Guadeloupe,2015,"Intentional homicide rates per 100,000",9.8
Guadeloupe,2016,"Intentional homicide rates per 100,000",5.8
Guam,2005,"Intentional homicide rates per 100,000",4.3
Guam,2010,"Intentional homicide rates per 100,000",1.8
Guam,2011,"Intentional homicide rates per 100,000",2.4
Guam,2019,"Intentional homicide rates per 100,000",4.2
Guatemala,2005,"Intentional homicide rates per 100,000",40.6
Guatemala,2005,"Percentage of male and female intentional homicide victims, Male",73.9
Guatemala,2005,"Percentage of male and female intentional homicide victims, Female",7.8
Guatemala,2005,"Assault rate per 100,000 population",46.4
Guatemala,2005,"Kidnapping at the national level, rate per 100,000",0.4
Guatemala,2005,"Theft at the national level, rate per 100,000 population",32.8
Guatemala,2005,"Total Sexual Violence at the national level, rate per 100,000",2.4
Guatemala,2010,"Intentional homicide rates per 100,000",41.0
Guatemala,2010,"Percentage of male and female intentional homicide victims, Male",73.0
Guatemala,2010,"Percentage of male and female intentional homicide victims, Female",9.5
Guatemala,2010,"Assault rate per 100,000 population",51.2
Guatemala,2010,"Kidnapping at the national level, rate per 100,000",0.9
